REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
7/7/18 20:23,EVENING,THEFT F/AUTO,OTHERS,600 - 699 BLOCK OF VIRGINIA AVENUE SW,1,105,6,6D,Cluster 9,010200 1,10200,Precinct 142,18111309,398185,135275,7/7/18 16:19,7/7/18 18:31
7/7/18 18:46,EVENING,THEFT/OTHER,OTHERS,3200 - 3275 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000202 4,202,Precinct 6,18111315,394449,137479,7/6/18 19:40,7/6/18 19:52
7/17/18 20:24,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,3900 - 3903 BLOCK OF MINNESOTA AVENUE NE,6,603,7,7F,Cluster 32,009603 3,9603,Precinct 102,18117674,404308,136189,7/17/18 18:16,
7/17/18 22:03,EVENING,THEFT F/AUTO,OTHERS,2200 - 2299 BLOCK OF SHERMAN AVENUE NW,3,305,1,1B,Cluster 3,003500 2,3500,Precinct 37,18117680,397815,139148,7/17/18 19:20,7/17/18 19:59
7/17/18 21:32,EVENING,THEFT/OTHER,OTHERS,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18117709,400541,139301,7/17/18 20:09,7/17/18 21:32
7/17/18 21:19,EVENING,SEX ABUSE,OTHERS,1615 - 1699 BLOCK OF RHODE ISLAND AVENUE NW,2,208,2,2B,Cluster 6,010700 2,10700,Precinct 17,18117722,396697,137650,7/11/18 21:00,7/13/18 1:00
7/17/18 21:23,EVENING,MOTOR VEHICLE THEFT,OTHERS,2000 - 2099 BLOCK OF 4TH STREET NE,5,502,5,5E,Cluster 21,008702 1,8702,Precinct 75,18117755,399950,138853,7/13/18 19:00,7/17/18 15:00
7/20/18 21:06,EVENING,THEFT F/AUTO,OTHERS,1000 - 1199 BLOCK OF VARNUM STREET NE,4,405,5,5B,Cluster 20,009504 2,9504,Precinct 67,18117798,400742,141663,7/17/18 2:30,7/17/18 2:45
7/17/18 23:53,MIDNIGHT,THEFT/OTHER,OTHERS,1800 - 1899 BLOCK OF 14TH STREET SE,6,607,8,8A,Cluster 34,007601 5,7601,Precinct 140,18117803,401291,133342,7/17/18 22:15,
7/18/18 0:15,MIDNIGHT,THEFT/OTHER,OTHERS,1922 - 1949 BLOCK OF MICHIGAN AVENUE NE,5,503,5,5B,Cluster 20,009503 1,9503,Precinct 67,18117844,401872,141994,7/17/18 23:46,
7/18/18 0:50,MIDNIGHT,THEFT/OTHER,OTHERS,1000 - 1299 BLOCK OF SOUTH CAPITOL STREET,1,105,6,6D,Cluster 9,007200 2,7200,Precinct 128,18117859,399210.55,134299.54,7/17/18 23:20,7/18/18 0:49
7/18/18 3:52,MIDNIGHT,ROBBERY,GUN,1101 1126  BLOCK OF CHICAGO STREET SE,7,703,8,8A,Cluster 28,007401 1,7401,Precinct 119,18117889,400689,132949,7/18/18 1:18,7/18/18 2:45
7/18/18 4:03,MIDNIGHT,THEFT/OTHER,OTHERS,1800 - 1899 BLOCK OF M STREET NW,2,208,2,2B,Cluster 6,010700 1,10700,Precinct 17,18117901,396307,137533,7/18/18 2:51,7/18/18 3:06
7/18/18 3:57,MIDNIGHT,THEFT F/AUTO,OTHERS,1800 - 1899 BLOCK OF L STREET NW,2,207,2,2B,Cluster 6,010700 1,10700,Precinct 17,18117912,396307,137321,7/18/18 3:22,7/18/18 3:57
7/18/18 6:51,MIDNIGHT,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF HAWAII AVENUE NE,4,405,5,5A,Cluster 19,009501 3,9501,Precinct 44,18117929,399953,141548,7/18/18 5:39,
7/18/18 9:38,DAY,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF F STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18117943,397609,136611,7/18/18 7:05,7/18/18 8:08
7/18/18 11:55,DAY,THEFT/OTHER,OTHERS,700 - 799 BLOCK OF 7TH STREET NW,1,102,2,2C,Cluster 8,005800 1,5800,Precinct 129,18117953,398098,136808,7/17/18 21:15,7/18/18 6:00
7/18/18 16:50,EVENING,MOTOR VEHICLE THEFT,OTHERS,2734 - 2825 BLOCK OF MINNESOTA AVENUE SE,6,605,7,7B,Cluster 34,007709 2,7709,Precinct 111,18117964,402862,134166,7/18/18 8:17,7/18/18 8:50
7/18/18 10:16,DAY,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,5,505,5,5C,Cluster 22,009102 2,9102,Precinct 72,18117999,400594,139371,7/18/18 9:30,7/18/18 9:45
7/18/18 11:24,DAY,THEFT/OTHER,OTHERS,3900 - 3903 BLOCK OF MINNESOTA AVENUE NE,6,603,7,7F,Cluster 32,009603 3,9603,Precinct 102,18118019,404308,136189,7/18/18 10:00,7/18/18 10:25
7/18/18 11:08,DAY,MOTOR VEHICLE THEFT,OTHERS,3200 - 3299 BLOCK OF 38TH STREET NW,2,204,3,3C,Cluster 14,000701 1,701,Precinct 28,18118032,393574,140542,7/17/18 23:30,7/18/18 11:08
7/18/18 12:24,DAY,THEFT/OTHER,OTHERS,2698 - 2701 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,703,8,8C,,010400 2,10400,Precinct 119,18118060,400354,131430,7/18/18 10:45,7/18/18 10:46
7/18/18 13:47,DAY,ROBBERY,OTHERS,3200 - 3275 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000202 4,202,Precinct 6,18118107,394449,137479,7/17/18 13:50,7/18/18 14:15
7/18/18 14:05,DAY,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF CONNECTICUT AVENUE NW,2,207,2,2B,Cluster 6,010700 1,10700,Precinct 17,18118122,396559,137255,7/18/18 13:10,7/18/18 13:15
7/18/18 14:00,DAY,BURGLARY,OTHERS,6900  - 7009 BLOCK OF 8TH STREET NW,4,401,4,4B,Cluster 17,010300 3,10300,Precinct 63,18118125,397880,145169,7/18/18 12:27,
7/19/18 11:15,DAY,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 13TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18118173,397429,136542,7/18/18 14:45,7/18/18 17:40
7/27/18 10:59,DAY,THEFT F/AUTO,OTHERS,4602 4617  BLOCK OF WESTERN AVENUE NW,2,202,3,3E,Cluster 11,001001 3,1001,Precinct 31,18123787,391395,142482,7/26/18 20:30,7/27/18 8:30
7/27/18 11:19,DAY,THEFT/OTHER,OTHERS,3200 - 3299 BLOCK OF CONNECTICUT AVENUE NW,2,204,3,3C,Cluster 15,000600 2,600,Precinct 27,18123794,395076,140525,7/7/18 13:30,7/27/18 11:19
7/27/18 11:29,DAY,THEFT F/AUTO,OTHERS,500  - 699 BLOCK OF ONEIDA PLACE NW,4,402,4,4B,Cluster 17,001901 1,1901,Precinct 58,18123800,398165,143788,7/24/18 22:00,7/25/18 13:00
7/28/18 0:11,MIDNIGHT,ROBBERY,GUN,3300 - 3399 BLOCK OF 10TH PLACE SE,7,705,8,8C,Cluster 39,007304 3,7304,Precinct 120,18124282,400691,130446,7/27/18 23:00,7/27/18 23:02
6/29/18 15:41,EVENING,THEFT F/AUTO,OTHERS,7300  - 7399 BLOCK OF BLAIR ROAD NW,4,401,4,4B,Cluster 17,010300 2,10300,Precinct 63,18106207,398074,145654,6/23/18 18:00,6/25/18 9:30
6/29/18 16:28,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF 4TH STREET NE,5,501,5,5D,Cluster 23,008803 1,8803,Precinct 76,18106231,400121,137998,6/29/18 14:26,6/29/18 16:13
6/29/18 21:46,EVENING,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF RHODE ISLAND AVENUE NE,5,504,5,5C,Cluster 22,009102 2,9102,Precinct 72,18106242,400594,139371,6/27/18 11:00,6/29/18 11:30
6/29/18 19:55,EVENING,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF NORTH CAROLINA AVENUE SE,1,107,6,6B,Cluster 26,006600 1,6600,Precinct 89,18106244,400231,135453,6/28/18 15:00,6/28/18 15:30
6/29/18 23:25,MIDNIGHT,THEFT F/AUTO,OTHERS,500 - 599 BLOCK OF 7TH STREET NW,1,102,2,2C,Cluster 8,005800 1,5800,Precinct 129,18106245,398098,136539,6/29/18 14:00,6/29/18 16:00
6/29/18 16:44,EVENING,THEFT F/AUTO,OTHERS,1300  - 1399 BLOCK OF EMERSON STREET NW,4,404,4,4C,Cluster 18,002002 1,2002,Precinct 54,18106247,397271,142427,6/29/18 16:13,6/29/18 16:38
6/29/18 21:09,EVENING,THEFT/OTHER,OTHERS,2103 - 2199 BLOCK OF FOXHALL ROAD NW,2,205,3,3D,Cluster 13,000801 4,801,Precinct 8,18106279,392302,138973,6/24/18 9:30,6/24/18 17:26
6/29/18 23:36,MIDNIGHT,THEFT/OTHER,OTHERS,3301 - 3399 BLOCK OF GEORGIA AVENUE NW,3,302,1,1A,Cluster 2,003100 1,3100,Precinct 38,18106283,397953,140415,6/29/18 17:07,6/29/18 19:19
6/29/18 19:09,EVENING,THEFT/OTHER,OTHERS,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,2,206,2,2E,Cluster 4,000202 2,202,Precinct 6,18106294,394450,137863,6/29/18 17:21,6/29/18 17:52
6/29/18 19:21,EVENING,THEFT F/AUTO,OTHERS,1400 - 1429 BLOCK OF S STREET NW,3,301,2,2F,Cluster 7,005201 4,5201,Precinct 16,18106321,397172,138470,6/29/18 15:00,6/29/18 16:00
6/29/18 19:38,EVENING,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF S STREET NW,3,307,2,2F,Cluster 7,005001 2,5001,Precinct 16,18106353,397330,138469,6/29/18 14:00,6/29/18 20:05
6/29/18 20:32,EVENING,THEFT/OTHER,OTHERS,500 - 599 BLOCK OF 8TH STREET NE,1,104,6,6C,Cluster 25,008302 1,8302,Precinct 84,18106386,400437,136541,6/29/18 13:23,6/29/18 19:15
6/30/18 13:08,DAY,THEFT/OTHER,OTHERS,1400 - 1429 BLOCK OF E STREET SE,1,108,6,6B,Cluster 26,006900 2,6900,Precinct 91,18106790,401302,135000,6/29/18 12:12,6/29/18 12:13
6/30/18 13:58,DAY,THEFT F/AUTO,OTHERS,300 - 499 BLOCK OF 40TH STREET NE,6,603,7,7F,Cluster 32,009603 2,9603,Precinct 102,18106809,404600,136168,6/30/18 12:45,
6/30/18 14:53,DAY,THEFT F/AUTO,OTHERS,5700  - 5713 BLOCK OF 3RD STREET NE,4,406,4,4B,Cluster 19,009505 3,9505,Precinct 65,18106821,399759,143517,6/30/18 13:48,6/30/18 14:48
6/30/18 15:09,EVENING,MOTOR VEHICLE THEFT,OTHERS,3200 - 3299 BLOCK OF VOLTA PLACE NW,2,206,2,2E,Cluster 4,000202 2,202,Precinct 6,18106827,394331,137994,6/27/18 20:30,6/30/18 9:30
6/30/18 16:09,EVENING,THEFT F/AUTO,OTHERS,2800 - 3099 BLOCK OF RHODE ISLAND AVENUE NE,5,503,5,5C,Cluster 24,009400 3,9400,Precinct 71,18106848,402873,140629,6/30/18 14:49,6/30/18 15:46
6/30/18 16:21,EVENING,THEFT F/AUTO,OTHERS,1600 - 1699 BLOCK OF 6TH STREET NW,3,308,6,6E,Cluster 7,004801 1,4801,Precinct 18,18106856,398274,138222,6/29/18 21:30,6/30/18 13:15
6/30/18 16:12,EVENING,THEFT F/AUTO,OTHERS,1800 - 1834 BLOCK OF 2ND STREET NW,5,501,5,5E,Cluster 21,003400 2,3400,Precinct 19,18106870,398766,138519,6/30/18 12:00,6/30/18 14:30
6/30/18 16:10,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,600 699  BLOCK OF 7TH STREET SW,1,105,6,6D,Cluster 9,010200 2,10200,Precinct 142,18106879,398099,134865,6/30/18 15:25,
6/30/18 21:29,EVENING,THEFT/OTHER,OTHERS,2200 - 2209 BLOCK OF ALABAMA AVENUE SE,7,704,8,8E,Cluster 38,007403 1,7403,Precinct 116,18106893,402258,131469,6/30/18 16:25,6/30/18 16:51
7/8/18 4:32,MIDNIGHT,THEFT/OTHER,OTHERS,1922 - 1949 BLOCK OF MICHIGAN AVENUE NE,5,503,5,5B,Cluster 20,009503 1,9503,Precinct 67,18111627,401872,141994,7/8/18 1:44,7/8/18 3:56
7/8/18 4:04,MIDNIGHT,THEFT/OTHER,OTHERS,3000 - 3133 BLOCK OF RHODE ISLAND AVENUE NE,5,503,5,5C,Cluster 24,011100 2,11100,Precinct 69,18111629,403053,140739,7/8/18 2:03,7/8/18 4:01
7/8/18 4:38,MIDNIGHT,THEFT F/AUTO,OTHERS,43 - 99 BLOCK OF K STREET NW,1,103,6,6E,Cluster 8,004702 1,4702,Precinct 1,18111634,398984,137184,7/8/18 3:37,7/8/18 3:50
7/8/18 4:34,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,1100 - 1199 BLOCK OF U STREET NW,3,305,1,1B,Cluster 3,004400 2,4400,Precinct 22,18111639,397609,138792,7/8/18 3:46,
7/8/18 4:39,MIDNIGHT,THEFT/OTHER,OTHERS,1200 - 1219 BLOCK OF CONNECTICUT AVENUE NW,2,208,2,2B,Cluster 6,010700 2,10700,Precinct 17,18111640,396412,137579,7/8/18 3:15,7/8/18 4:21
7/8/18 5:06,MIDNIGHT,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 16TH STREET NW,2,207,2,2B,Cluster 6,010700 1,10700,Precinct 17,18111646,396830,137253,7/8/18 2:00,7/8/18 5:02
7/8/18 5:25,MIDNIGHT,THEFT F/AUTO,OTHERS,2800 - 2808 BLOCK OF DOUGLAS STREET NE,5,503,5,5C,Cluster 22,011100 1,11100,Precinct 71,18111649,402804,139507,7/8/18 1:30,7/8/18 3:00
7/8/18 6:02,MIDNIGHT,ROBBERY,GUN,800 - 814 BLOCK OF 13TH STREET NE,1,104,6,6A,Cluster 25,008410 1,8410,Precinct 82,18111652,401014,136958,7/8/18 4:10,
7/8/18 6:56,MIDNIGHT,THEFT/OTHER,OTHERS,200  - 299 BLOCK OF CEDAR STREET NW,4,401,4,4B,Cluster 17,001702 2,1702,Precinct 63,18111670,398601,145300,7/8/18 6:07,7/8/18 6:57
7/8/18 6:55,MIDNIGHT,THEFT/OTHER,OTHERS,1700 - 1799 BLOCK OF WEST VIRGINIA AVENUE NE,5,506,5,5D,Cluster 23,008803 1,8803,Precinct 76,18111673,401182,138011,7/7/18 21:00,7/8/18 5:45
7/8/18 8:25,DAY,THEFT/OTHER,OTHERS,5500 - 5599 BLOCK OF SOUTH DAKOTA AVENUE NE,4,406,5,5A,Cluster 19,009508 1,9508,Precinct 66,18111687,399890,143127,7/8/18 7:15,7/8/18 7:32
7/8/18 10:47,DAY,MOTOR VEHICLE THEFT,OTHERS,2900 - 2999 BLOCK OF NORTH CAPITOL STREET,5,502,5,5E,Cluster 21,003301 1,3301,Precinct 135,18111726,399216,139819,7/8/18 2:00,7/8/18 10:00
7/8/18 11:35,DAY,THEFT/OTHER,OTHERS,1100 - 1199 BLOCK OF 7TH STREET NW,3,308,2,2F,Cluster 8,004902 2,4902,Precinct 129,18111731,398099,137450,7/8/18 9:24,
7/8/18 11:37,DAY,THEFT/OTHER,OTHERS,900 - 999 BLOCK OF 25TH STREET NW,2,207,2,2A,Cluster 5,005600 1,5600,Precinct 3,18111745,395375,137085,7/7/18 22:00,7/8/18 10:30
7/8/18 12:01,DAY,THEFT/OTHER,OTHERS,600 - 699 BLOCK OF 19TH STREET NE,5,507,6,6A,Cluster 25,007901 1,7901,Precinct 81,18111754,401999,136598,7/8/18 11:10,7/8/18 11:25
7/8/18 12:34,DAY,THEFT/OTHER,OTHERS,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,1,107,6,6B,Cluster 26,006500 1,6500,Precinct 89,18111763,400232,135255,7/8/18 12:03,
7/8/18 13:09,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF OTIS STREET NE,5,504,5,5B,Cluster 22,009301 4,9301,Precinct 68,18111779,401069,140755,5/12/18 6:00,7/8/18 12:32
7/8/18 14:04,DAY,THEFT/OTHER,OTHERS,2400 - 2499 BLOCK OF N STREET NW,2,207,2,2A,Cluster 5,005500 2,5500,Precinct 4,18111797,395460,137710,7/8/18 12:00,7/8/18 12:25
7/9/18 0:48,MIDNIGHT,THEFT/OTHER,OTHERS,3800 - 3899 BLOCK OF 12TH STREET NE,5,504,5,5B,Cluster 20,009504 1,9504,Precinct 68,18112062,400798,140980,7/8/18 17:00,7/8/18 19:40
7/9/18 1:19,MIDNIGHT,BURGLARY,OTHERS,3700 - 3799 BLOCK OF 12TH STREET NE,5,504,5,5B,Cluster 20,009504 1,9504,Precinct 68,18112103,400761,140829,7/9/18 0:47,
7/9/18 1:36,MIDNIGHT,ROBBERY,OTHERS,1 - 99 BLOCK OF MASSACHUSETTS AVENUE NE,1,103,6,6C,,006202 1,6202,Precinct 130,18112111,399272,136594,7/8/18 22:57,7/8/18 22:58
7/9/18 4:23,MIDNIGHT,ROBBERY,OTHERS,2400 - 2699 BLOCK OF POMEROY ROAD SE,7,703,8,8B,Cluster 37,007406 2,7406,Precinct 118,18112151,400891,131932,7/8/18 22:00,
7/9/18 5:31,MIDNIGHT,BURGLARY,OTHERS,5200 - 5299 BLOCK OF 3RD STREET NE,4,405,5,5A,Cluster 19,009508 1,9508,Precinct 66,18112153,399871,142835,7/9/18 4:19,7/9/18 4:50
7/16/18 1:48,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,4600 - 4799 BLOCK OF SOUTH CAPITOL STREET,7,708,8,8D,Cluster 39,010900 2,10900,Precinct 125,18116509,399848,128205,7/16/18 1:05,7/16/18 1:38
7/16/18 4:05,MIDNIGHT,SEX ABUSE,OTHERS,2400 - 2599 BLOCK OF ELVANS ROAD SE,7,703,8,8B,Cluster 37,007406 2,7406,Precinct 118,18116510,401004,131818,7/16/18 1:24,7/16/18 1:26
7/16/18 1:47,MIDNIGHT,THEFT/OTHER,OTHERS,3000 - 3099 BLOCK OF 16TH STREET NE,5,504,5,5B,Cluster 22,009301 3,9301,Precinct 70,18116512,401529,140070,7/15/18 10:00,7/15/18 23:00
7/16/18 2:51,MIDNIGHT,ROBBERY,OTHERS,200 - 299 BLOCK OF RHODE ISLAND AVENUE NW,5,501,1,1B,Cluster 21,003400 2,3400,Precinct 20,18116523,398698,138541,7/16/18 1:35,7/16/18 2:52
7/16/18 4:15,MIDNIGHT,THEFT/OTHER,OTHERS,1000 - 1099 BLOCK OF 1ST STREET NW,1,103,6,6E,Cluster 8,004701 2,4701,Precinct 1,18116542,398944,137252,7/16/18 3:13,7/16/18 3:51
7/16/18 4:17,MIDNIGHT,THEFT/OTHER,OTHERS,3700  - 3799 BLOCK OF 14TH STREET NW,4,404,4,4C,Cluster 18,002502 4,2502,Precinct 47,18116543,397162,141051,7/16/18 3:26,7/16/18 4:17
7/16/18 5:43,MIDNIGHT,THEFT/OTHER,OTHERS,2900 - 2917 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,707,8,8C,Cluster 39,010400 2,10400,Precinct 123,18116560,400276,130895,7/16/18 5:12,
7/16/18 6:30,MIDNIGHT,THEFT F/AUTO,OTHERS,1500 - 1599 BLOCK OF 28TH PLACE SE,6,607,7,7B,Cluster 34,007604 3,7604,Precinct 111,18116566,402885,133720,7/15/18 21:00,7/16/18 5:45
7/16/18 8:38,DAY,THEFT F/AUTO,OTHERS,2700 - 2799 BLOCK OF 10TH STREET NE,5,504,5,5B,Cluster 22,009302 1,9302,Precinct 74,18116570,400656,139685,7/15/18 22:00,7/16/18 5:30
7/16/18 7:24,DAY,MOTOR VEHICLE THEFT,OTHERS,3506 - 3540 BLOCK OF 14TH STREET NW,4,409,1,1A,Cluster 2,002801 2,2801,Precinct 41,18116573,397162,140804,7/15/18 13:30,7/16/18 7:10
7/16/18 7:40,DAY,THEFT F/AUTO,OTHERS,5200 5299  BLOCK OF EAST CAPITOL STREET,6,608,7,7E,Cluster 33,009903 2,9903,Precinct 104,18116579,406367,135771,7/15/18 22:00,7/16/18 6:45
7/16/18 7:43,DAY,THEFT/OTHER,OTHERS,1900 2099  BLOCK OF S STREET SE,7,701,8,8A,Cluster 34,007605 1,7605,Precinct 112,18116583,402068,133380,7/16/18 7:10,7/16/18 7:13
7/16/18 11:52,DAY,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 44TH STREET NE,6,602,7,7D,Cluster 31,007806 2,7806,Precinct 93,18116589,405302,137346,7/16/18 6:54,7/16/18 8:00
7/16/18 8:20,DAY,THEFT F/AUTO,OTHERS,6500  - 6599 BLOCK OF 14TH STREET NW,4,402,4,4A,Cluster 17,001803 1,1803,Precinct 61,18116593,397104,144615,7/15/18 18:00,7/16/18 6:00
7/16/18 10:10,DAY,THEFT/OTHER,OTHERS,4100  - 4199 BLOCK OF 13TH STREET NW,4,404,4,4C,Cluster 18,002502 3,2502,Precinct 47,18116596,397424,141494,7/15/18 16:00,7/16/18 2:30
7/16/18 9:31,DAY,ASSAULT W/DANGEROUS WEAPON,KNIFE,600 799  BLOCK OF ATLANTIC STREET SE,7,706,8,8E,Cluster 39,009802 2,9802,Precinct 125,18116604,400297,129240,7/16/18 8:28,
7/16/18 8:52,DAY,ROBBERY,OTHERS,3900 - 3999 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,7,708,8,8D,Cluster 39,009807 1,9807,Precinct 124,18116605,399218,129419,7/16/18 7:50,
7/16/18 10:08,DAY,THEFT/OTHER,OTHERS,1300 - 1399 BLOCK OF OKIE STREET NE,5,506,5,5D,Cluster 23,008803 1,8803,Precinct 76,18116621,401211,138483,7/16/18 9:17,7/16/18 9:21
7/16/18 10:13,DAY,BURGLARY,OTHERS,3800 - 3899 BLOCK OF COMMODORE JOSHUA BARNEY DRIVE NE,5,503,5,5C,Cluster 24,009000 1,9000,Precinct 139,18116626,404269,139500,7/14/18 17:30,7/16/18 6:00
7/16/18 11:38,DAY,ROBBERY,OTHERS,4000 4098  BLOCK OF SOUTH CAPITOL STREET,7,708,8,8D,Cluster 39,009807 1,9807,Precinct 124,18116640,399333,129224,7/16/18 8:39,
7/16/18 10:57,DAY,THEFT F/AUTO,OTHERS,800 - 837 BLOCK OF DIVISION AVENUE NE,6,608,7,7C,Cluster 31,007809 1,7809,Precinct 94,18116642,406515,136958,7/16/18 8:00,7/16/18 9:15
7/16/18 10:41,DAY,ROBBERY,OTHERS,2400 - 2699 BLOCK OF POMEROY ROAD SE,7,703,8,8B,Cluster 37,007406 2,7406,Precinct 118,18116653,400891,131932,7/16/18 9:27,
7/23/18 12:38,DAY,THEFT/OTHER,OTHERS,900 - 1199 BLOCK OF 4TH STREET SW,1,105,6,6D,Cluster 9,010200 2,10200,Precinct 142,18121254,398469,134448,7/23/18 11:52,7/23/18 12:35
7/23/18 13:57,DAY,THEFT/OTHER,OTHERS,1200 - 1399 BLOCK OF MARYLAND AVENUE SW,1,105,6,6D,Cluster 9,010200 2,10200,Precinct 142,18121268,397474,135152,7/23/18 12:09,7/23/18 13:53
7/23/18 13:15,DAY,THEFT F/AUTO,OTHERS,1300 - 1499 BLOCK OF KENILWORTH AVENUE NE,6,602,7,7D,Cluster 31,009601 1,9601,Precinct 92,18121270,405450,137846,7/23/18 8:00,7/23/18 13:15
7/23/18 13:21,DAY,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF 7TH STREET NW,1,102,2,2C,Cluster 8,005800 1,5800,Precinct 143,18121273,398098,136401,7/20/18 19:30,7/20/18 20:30
7/23/18 13:31,DAY,THEFT F/AUTO,OTHERS,1000 - 1099 BLOCK OF 4TH STREET NW,1,103,6,6E,Cluster 8,004701 2,4701,Precinct 1,18121274,398597,137252,7/23/18 11:52,
7/23/18 13:58,DAY,THEFT/OTHER,OTHERS,3036 - 3099 BLOCK OF M STREET NW,2,206,2,2E,Cluster 4,000100 4,100,Precinct 5,18121281,394737,137483,7/23/18 10:55,7/23/18 13:58
7/23/18 14:02,DAY,THEFT/OTHER,OTHERS,200 - 299 BLOCK OF 37TH PLACE SE,7,706,7,7F,Cluster 32,007703 3,7703,Precinct 107,18121289,404182,135422,5/5/18 12:44,6/2/18 14:00
7/23/18 14:17,DAY,THEFT F/AUTO,OTHERS,1400  - 1499 BLOCK OF ROCK CREEK FORD ROAD NW,4,402,4,4A,Cluster 17,001803 2,1803,Precinct 60,18121295,396994,143981,7/23/18 7:00,7/23/18 13:30
7/24/18 10:51,DAY,THEFT F/AUTO,OTHERS,1300 - 1399 BLOCK OF 4TH STREET NE,5,501,5,5D,Cluster 23,008803 1,8803,Precinct 76,18121305,400121,137998,7/23/18 13:03,7/23/18 14:26
7/23/18 14:59,DAY,THEFT/OTHER,OTHERS,900 - 979 BLOCK OF 17TH STREET NE,5,507,5,5D,Cluster 23,008904 2,8904,Precinct 79,18121311,401822,137058,7/23/18 14:12,7/23/18 14:25
7/23/18 16:45,EVENING,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF 11TH STREET NW,1,101,2,2C,Cluster 8,005800 1,5800,Precinct 129,18121317,397653,136398,7/23/18 12:43,7/23/18 12:48
7/23/18 15:22,EVENING,THEFT/OTHER,OTHERS,400 - 499 BLOCK OF NEW JERSEY AVENUE NW,1,103,6,6C,Cluster 8,005900 1,5900,Precinct 1,18121323,399029,136400,7/23/18 11:00,7/23/18 15:00
7/23/18 15:15,EVENING,ROBBERY,OTHERS,100  - 199 BLOCK OF CARROLL STREET NW,4,401,4,4B,Cluster 17,001702 2,1702,Precinct 63,18121332,398758,145213,7/23/18 13:48,
7/23/18 15:10,EVENING,THEFT F/AUTO,OTHERS,2500 - 2599 BLOCK OF 11TH STREET NW,3,304,1,1B,Cluster 2,003600 3,3600,Precinct 23,18121333,397655,139469,7/23/18 14:41,7/23/18 15:10
7/23/18 15:26,EVENING,THEFT/OTHER,OTHERS,1200 - 1298 BLOCK OF O STREET NW,3,307,2,2F,Cluster 7,005002 3,5002,Precinct 17,18121340,397497,137857,7/19/18 8:15,7/23/18 15:00
7/23/18 15:38,EVENING,THEFT/OTHER,OTHERS,300 - 399 BLOCK OF 7TH STREET SE,1,107,6,6B,Cluster 26,006600 1,6600,Precinct 89,18121343,400331,135279,7/23/18 14:30,
7/23/18 15:48,EVENING,MOTOR VEHICLE THEFT,OTHERS,1700 - 1799 BLOCK OF SUMMIT PLACE NW,3,303,1,1C,Cluster 1,003900 3,3900,Precinct 35,18121349,396449,139826,6/27/18 20:00,6/28/18 7:00
7/23/18 18:23,EVENING,SEX ABUSE,OTHERS,5910  - 5999 BLOCK OF 14TH STREET NW,4,402,4,4A,Cluster 17,001803 2,1803,Precinct 60,18121354,397103,143859,6/1/17 0:01,9/30/17 23:59
7/23/18 21:56,EVENING,THEFT/OTHER,OTHERS,1811 - 1852 BLOCK OF COLUMBIA ROAD NW,3,303,1,1C,Cluster 1,004001 1,4001,Precinct 25,18121367,396231,139315,7/19/18 13:30,7/23/18 9:30
7/23/18 18:10,EVENING,THEFT F/AUTO,OTHERS,3100 - 3199 BLOCK OF WARDER STREET NW,3,302,1,1A,Cluster 2,003200 4,3200,Precinct 38,18121373,398291,140217,7/23/18 15:36,7/23/18 16:29
7/23/18 19:47,EVENING,THEFT F/AUTO,OTHERS,5224 - 5299 BLOCK OF WISCONSIN AVENUE NW,2,202,3,3E,Cluster 11,001001 1,1001,Precinct 31,18121409,392668,143406,7/23/18 16:46,7/23/18 17:24
